Count	Name	Author	Color	Comments	Drawing Revision Number	EdgeStyleId	FaceStyleId	File Accessed	File Created	File Last Saved By	File Location	File Modified	File Name	File Size	Height	Hyperlink	Hyperlink Base	Keywords	Layer	Linetype	Linetype Scale	Lineweight	Obliquing	Plot Style	Position X	Position Y	Position Z	Rotation	Style	Subject	Thickness	Title	Total Editing Time	Value	VisualStyleId	Width Factor
1	Text		green			(0)	(0)	17/5/2021 10:47:20 am	17/5/2021 10:47:20 am	USER	R:\BimESC\01_PROJECTS\CH GARDEN II-1909\02-ON PLACE\CAD\Acad	17/5/2021 3:44:00 am	Mat bang cot.dwg	2604416	500.000				TEXT	ByLayer	1.000	ByLayer	0.00000	Color_3	-3898468.714	751493.270	0.000	0.00000	TTP-HelCon		0.000		28615	VA-2.8	(0)	1.000
1	Text		green			(0)	(0)	17/5/2021 10:47:20 am	17/5/2021 10:47:20 am	USER	R:\BimESC\01_PROJECTS\CH GARDEN II-1909\02-ON PLACE\CAD\Acad	17/5/2021 3:44:00 am	Mat bang cot.dwg	2604416	500.000				TEXT	ByLayer	1.000	ByLayer	0.00000	Color_3	-3933250.088	744430.531	0.000	0.00000	TTP-HelCon		0.000		28615	VA-12	(0)	1.000
1	Text		green			(0)	(0)	17/5/2021 10:47:20 am	17/5/2021 10:47:20 am	USER	R:\BimESC\01_PROJECTS\CH GARDEN II-1909\02-ON PLACE\CAD\Acad	17/5/2021 3:44:00 am	Mat bang cot.dwg	2604416	500.000				TEXT	ByLayer	1.000	ByLayer	0.00000	Color_3	-3902881.226	740941.890	0.000	90.00000	TTP-HelCon		0.000		28615	VA-8.4	(0)	1.000
1	Text		green			(0)	(0)	17/5/2021 10:47:20 am	17/5/2021 10:47:20 am	USER	R:\BimESC\01_PROJECTS\CH GARDEN II-1909\02-ON PLACE\CAD\Acad	17/5/2021 3:44:00 am	Mat bang cot.dwg	2604416	500.000				TEXT	ByLayer	1.000	ByLayer	0.00000	Color_3	-3895721.160	740941.890	0.000	90.00000	TTP-HelCon		0.000		28615	VA-8.5	(0)	1.000
1	Text		green			(0)	(0)	17/5/2021 10:47:20 am	17/5/2021 10:47:20 am	USER	R:\BimESC\01_PROJECTS\CH GARDEN II-1909\02-ON PLACE\CAD\Acad	17/5/2021 3:44:00 am	Mat bang cot.dwg	2604416	500.000				TEXT	ByLayer	1.000	ByLayer	0.00000	Color_3	-3933746.113	750079.103	0.000	0.00000	TTP-HelCon		0.000		28615	VA-11	(0)	1.000
1	Text		green			(0)	(0)	17/5/2021 10:47:20 am	17/5/2021 10:47:20 am	USER	R:\BimESC\01_PROJECTS\CH GARDEN II-1909\02-ON PLACE\CAD\Acad	17/5/2021 3:44:00 am	Mat bang cot.dwg	2604416	500.000				TEXT	ByLayer	1.000	ByLayer	0.00000	Color_3	-3943639.789	760420.479	0.000	90.00000	TTP-HelCon		0.000		28615	VA-1.2	(0)	1.000
1	Text		green			(0)	(0)	17/5/2021 10:47:20 am	17/5/2021 10:47:20 am	USER	R:\BimESC\01_PROJECTS\CH GARDEN II-1909\02-ON PLACE\CAD\Acad	17/5/2021 3:44:00 am	Mat bang cot.dwg	2604416	500.000				TEXT	ByLayer	1.000	ByLayer	0.00000	Color_3	-3938589.789	760420.479	0.000	90.00000	TTP-HelCon		0.000		28615	VA-1.3	(0)	1.000
1	Text		green			(0)	(0)	17/5/2021 10:47:20 am	17/5/2021 10:47:20 am	USER	R:\BimESC\01_PROJECTS\CH GARDEN II-1909\02-ON PLACE\CAD\Acad	17/5/2021 3:44:00 am	Mat bang cot.dwg	2604416	500.000				TEXT	ByLayer	1.000	ByLayer	0.00000	Color_3	-3928624.477	709598.755	0.000	0.00000	TTP-HelCon		0.000		28615	VA-9.2	(0)	1.000
1	Text		green			(0)	(0)	17/5/2021 10:47:20 am	17/5/2021 10:47:20 am	USER	R:\BimESC\01_PROJECTS\CH GARDEN II-1909\02-ON PLACE\CAD\Acad	17/5/2021 3:44:00 am	Mat bang cot.dwg	2604416	500.000				TEXT	ByLayer	1.000	ByLayer	0.00000	Color_3	-3928624.477	706522.743	0.000	0.00000	TTP-HelCon		0.000		28615	VA-9.4	(0)	1.000
1	Text		green			(0)	(0)	17/5/2021 10:47:20 am	17/5/2021 10:47:20 am	USER	R:\BimESC\01_PROJECTS\CH GARDEN II-1909\02-ON PLACE\CAD\Acad	17/5/2021 3:44:00 am	Mat bang cot.dwg	2604416	500.000				TEXT	ByLayer	1.000	ByLayer	0.00000	Color_3	-3909089.072	740941.890	0.000	90.00000	TTP-HelCon		0.000		28615	VA-8.3	(0)	1.000
